"","fdho","expend","sfdho","lnexpend","expend_rec","expend2"
"1",6475,40516.75,0.159810453653336,10.6094703674316,0.0000246811505348887,1641607040
"2",3146,33540.5,0.0937970504164696,10.4205093383789,0.0000298147024295758,1124965120
"3",1632,5181.85009765625,0.314945429563522,8.55291748046875,0.000192981271538883,26851570
"4",2405,40385,0.0595518127083778,10.6062135696411,0.0000247616681008367,1630948224
"5",2227,40302.25,0.0552574619650841,10.6041622161865,0.0000248125106736552,1624271360
"6",2470,23188.75,0.106517165899277,10.0514221191406,0.0000431243606726639,537718144
"7",3510,13503.4501953125,0.259933561086655,9.51070022583008,0.000074055147706531,182343168
"8",1662,5109.7998046875,0.325257360935211,8.53891563415527,0.000195702377823181,26110054
"9",2405,15753.5,0.152664482593536,9.66481781005859,0.0000634779571555555,248172768
"10",2483,40762.75,0.0609134547412395,10.6155242919922,0.00002453220076859,1661601792
"11",1770,23060.5,0.0767546221613884,10.0458765029907,0.0000433641944255214,531786656
"12",4160,30839.25,0.134893029928207,10.3365430831909,0.0000324262109643314,951059328
"13",3390,25206.150390625,0.134490981698036,10.1348428726196,0.0000396728573832661,635350016
"14",1430,15891.25,0.0899866297841072,9.67352390289307,0.0000629277128609829,252531824
"15",2496,38821.25,0.0642946809530258,10.566722869873,0.0000257590872934088,1507089408
"16",2145,11765.75,0.182308822870255,9.37294769287109,0.0000849924545036629,138432880
"17",572,4933.7001953125,0.115937322378159,8.50384426116943,0.000202687631826848,24341398
"18",3653,13753.900390625,0.265597373247147,9.52907752990723,0.0000727066508261487,189169776
"19",1194,14141.5,0.08443234115839,9.55686855316162,0.0000707138533471152,199982016
"20",3692,27812.5,0.132746070623398,10.2332410812378,0.000035955057683168,773535168
"21",1638,21005,0.0779814347624779,9.95251560211182,0.0000476077111670747,441210016
"22",1677,11510.7001953125,0.145690530538559,9.35103225708008,0.000086875690612942,132496216
"23",4469,41749.5,0.107043199241161,10.6394424438477,0.0000239523833442945,1743020800
"24",5265,32854.5,0.160252019762993,10.3998441696167,0.000030437231544056,1079418112
"25",4012,62043,0.064664825797081,11.0355825424194,0.000016117854102049,3849333760
"26",1404,19415.400390625,0.0723137259483337,9.87382221221924,0.0000515055035066325,376957760
"27",4550,51814.5,0.0878132581710815,10.8554248809814,0.0000192996176338056,2684742400
"28",4452,26960.5,0.165130466222763,10.2021284103394,0.0000370913003280293,726868544
"29",1339,19185,0.0697941109538078,9.86188411712646,0.0000521240544912871,368064224
"30",1807,19704,0.0917072668671608,9.88857650756836,0.0000507511176692788,388247616
"31",3302,21830.75,0.151254534721375,9.99107456207275,0.0000458069480373524,476581632
"32",2744,40768.30078125,0.0673071965575218,10.6156597137451,0.0000245288611040451,1662054400
"33",4330,49078.75,0.0882255584001541,10.8011817932129,0.0000203754170797765,2408723712
"34",3018,12765.650390625,0.236415684223175,9.45451354980469,0.0000783352152211592,162961824
"35",3250,13029.5,0.249433979392052,9.47497177124023,0.0000767489182180725,169767872
"36",1476,8841.2001953125,0.166945666074753,9.08717823028564,0.000113106812932529,78166824
"37",982,17942.5,0.0547303892672062,9.7949275970459,0.0000557335952180438,321933312
"38",1365,6214.2001953125,0.219658195972443,8.73459243774414,0.00016092175792437,38616284
"39",1508,21113.69921875,0.0714228227734566,9.95767688751221,0.0000473626132588834,445788288
"40",1862,7897.60009765625,0.23576782643795,8.97431373596191,0.000126620740047656,62372088
"41",4885,30707.25,0.15908294916153,10.33225440979,0.0000325656001223251,942935232
"42",6114,69698.25,0.0877209976315498,11.151930809021,0.0000143475626828149,4857846272
"43",5799,70154.75,0.0826601162552834,11.1584587097168,0.0000142542021421832,4921689088
"44",4160,15032.25,0.276738345623016,9.61795330047607,0.0000665236439090222,225968544
"45",5355,55858.25,0.0958676636219025,10.9305725097656,0.0000179024591488997,3120144128
"46",3816,31746.75,0.120201282203197,10.3655452728271,0.0000314992867060937,1007856128
"47",3039,11562.099609375,0.262841522693634,9.35548782348633,0.0000864894827827811,133682144
"48",2102,12389.9501953125,0.169653624296188,9.42464065551758,0.0000807105752755888,153510864
"49",1711,7016.25,0.243862465023994,8.85598373413086,0.000142526274430566,49227764
"50",2598,96396.25,0.0269512552767992,11.4762229919434,0.0000103738475445425,9292236800
"51",2606,24614.44921875,0.105872772634029,10.1110887527466,0.0000406265426136088,605871104
"52",2765,22735.25,0.121617309749126,10.0316715240479,0.0000439845607616007,516891584
"53",3333,20483,0.162720307707787,9.9273509979248,0.000048820973461261,419553280
"54",5340,36906.5,0.144689962267876,10.5161428451538,0.000027095498808194,1362089728
"55",2600,31821.69921875,0.0817052498459816,10.3679037094116,0.0000314250974042807,1012620544
"56",1140,13618.5,0.0837096571922302,9.51918411254883,0.0000734295244910754,185463536
"57",1820,34401,0.0529054403305054,10.4458408355713,0.0000290689222310903,1183428864
"58",1474,10281.2001953125,0.143368482589722,9.23807239532471,0.0000972649067989551,105703080
"59",2734,32165,0.0849992260336876,10.3786344528198,0.0000310896939481609,1034587200
"60",6240,52226.25,0.119480147957802,10.8633403778076,0.000019147459170199,2727581184
"61",273,13941.2001953125,0.0195822454988956,9.54260349273682,0.0000717298389645293,194357056
"62",4435,40849.5,0.108569256961346,10.6176500320435,0.000024480103093083,1668681600
"63",8073,15270.400390625,0.528669834136963,9.63367176055908,0.0000654861651128158,233185136
"64",2314,21142.5,0.109447792172432,9.95904064178467,0.0000472980973427184,447005312
"65",4043,26028.5,0.15532973408699,10.1669473648071,0.0000384194245270919,677482816
"66",3900,10209,0.382015854120255,9.23102474212646,0.0000979527903837152,104223680
"67",1235,10950.2001953125,0.112783327698708,9.30111312866211,0.0000913225303520449,119906888
"68",2405,19744.650390625,0.121805146336555,9.89063739776611,0.0000506466312799603,389851232
"69",5200,54153.25,0.0960237830877304,10.8995733261108,0.0000184661130333552,2932574464
"70",4160,33667.5,0.123561300337315,10.4242877960205,0.0000297022343147546,1133500544
"71",1378,7561.7001953125,0.182234153151512,8.93085098266602,0.00013224538997747,57179308
"72",3975,34231,0.1161228120327,10.4408864974976,0.0000292132863251027,1171761408
"73",3640,34219.25,0.106372877955437,10.4405431747437,0.0000292233180516632,1170957056
"74",3510,25783.80078125,0.13613198697567,10.1575012207031,0.0000387840409530327,664804352
"75",5406,52951.5,0.102093428373337,10.8771314620972,0.0000188852063729428,2803861248
"76",852,32958.75,0.0258504953235388,10.4030122756958,0.0000303409560729051,1086279168
"77",6890,17459.400390625,0.394629806280136,9.76763343811035,0.00005727573443437,304830656
"78",3345,25611.25,0.130606666207314,10.1507873535156,0.0000390453424188308,655936128
"79",3237,14998.4501953125,0.215822294354439,9.61570262908936,0.0000666735577397048,224953504
"80",2600,36228.75,0.0717662051320076,10.4976081848145,0.0000276023874903331,1312522368
"81",3625,26485,0.136869922280312,10.1843338012695,0.000037757221434731,701455232
"82",2810,20562.900390625,0.136653870344162,9.93124389648438,0.0000486312710563652,422832864
"83",2925,41865,0.0698674321174622,10.6422052383423,0.0000238863012782531,1752678272
"84",2882,29821.400390625,0.0966420099139214,10.3029813766479,0.0000335329641529825,889315904
"85",2396,26792.25,0.0894288495182991,10.1958675384521,0.0000373242255591322,717824640
"86",2960,42405.5,0.0698022693395615,10.6550331115723,0.0000235818461078452,1798226432
"87",2821,20082.900390625,0.140467762947083,9.90762424468994,0.000049793605285231,403322880
"88",2043,10204.9501953125,0.200196966528893,9.23062801361084,0.0000979916585492902,104141008
"89",2917,31353,0.0930373519659042,10.3530654907227,0.0000318948732456192,983010624
"90",5469,33674,0.162410169839859,10.4244813919067,0.0000296965008601546,1133938304
"91",2678,13522.650390625,0.198038101196289,9.51212120056152,0.0000739500028430484,182862080
"92",4025,51834.5,0.0776509866118431,10.8558111190796,0.0000192921706911875,2686815488
"93",2836,18136.25,0.156371906399727,9.80566787719727,0.0000551381890545599,328923552
"94",3770,54736,0.0688760578632355,10.9102773666382,0.0000182695112016518,2996029696
"95",2600,33499,0.0776142552495003,10.4192705154419,0.0000298516370094148,1122183040
"96",6795,95388.5,0.0712350010871887,11.4657135009766,0.0000104834443845903,9098966016
"97",2726,44967.25,0.0606218986213207,10.7136898040771,0.0000222384060180048,2022053632
"98",3581,67706.75,0.0528898537158966,11.1229410171509,0.0000147695764098899,4584203776
"99",5295,40878.5,0.129530191421509,10.6183595657349,0.0000244627372012474,1671051776
"100",3276,17728.5,0.184787213802338,9.78292846679688,0.000056406352086924,314299712
"101",1934,15643.25,0.123631596565247,9.65779495239258,0.0000639253339613788,244711264
"102",4168,15648,0.266359925270081,9.6580982208252,0.0000639059289824218,244859904
"103",2535,19150.19921875,0.132374599575996,9.86006832122803,0.0000522187765454873,366730144
"104",1898,9788.75,0.193896055221558,9.18898868560791,0.0001021580901579,95819624
"105",2340,27977.5,0.0836386382579803,10.2391557693481,0.0000357430071744602,782740480
"106",6201,40468.75,0.153229340910912,10.6082849502563,0.0000247104253503494,1637719680
"107",3990,30696,0.129984363913536,10.3318872451782,0.0000325775363307912,942244416
"108",3481,48194.5,0.0722281560301781,10.7829999923706,0.0000207492557819933,2322709760
"109",1820,12817.2001953125,0.141996696591377,9.45854377746582,0.0000780201589805074,164280624
"110",3666,10527,0.348247349262238,9.26169872283936,0.0000949938257690519,110817728
"111",2924,42945.75,0.0680859014391899,10.6676931381226,0.0000232851907639997,1844337408
"112",4254,72280.5,0.0588540472090244,11.1883096694946,0.0000138349896587897,5224470528
"113",6125,13772.5,0.444726824760437,9.53042888641357,0.0000726084617781453,189681760
"114",3554,17188.650390625,0.206764340400696,9.75200462341309,0.0000581779240746982,295449696
